AccountId,Region,VpcId,Name,CidrBlock,IsDefault,State,DhcpOptionsId,InstanceTenancy,AdditionalCidrBlocks,Tags
332645427436,us-east-1,vpc-0b261818695e1a76b,mi-lz-na-gis-test-vpc,10.212.17.0/24,False,available,dopt-0db8ffe71ade8d03b,default,['10.215.47.0/24'],"[{'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-09-08T10:13:11Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'Name', 'Value': 'mi-lz-na-gis-test-vpc'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-09-08T10:10:50Z: VPC has been attached to the Transit Gateway'}, {'Key': 'project', 'Value': 'Landing Zone'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'dud', 'Value': '52529967510'}, {'Key': 'environment', 'Value': 'test'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-09-08T10:13:12Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'owner', 'Value': 'S Public Cloud aamee715'}]"
332645427436,us-west-2,vpc-0bacb1c05fc2b91b9,Unnamed,10.0.0.0/22,False,available,dopt-06c27d957c72eef4d,default,[],[]
335575037398,us-east-1,vpc-02c1c3c4785e26ce3,mi-lz-na-revenue-mgmt-perf-us-east-1-vpc,10.212.38.0/23,False,available,dopt-0bf098d64f7f0ae65,default,[],"[{'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-09-19T06:15:55Z: VPC has been attached to the Transit Gateway'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'owner', 'Value': 'ICD Public Cloud kdelt508'}, {'Key': 'project', 'Value': 'revenue management perf account for landing zone'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-09-19T06:19:53Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-09-19T06:19:51Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'environment', 'Value': 'perf'}, {'Key': 'Name', 'Value': 'mi-lz-na-revenue-mgmt-perf-us-east-1-vpc'}]"
335575037398,us-west-2,vpc-0af37f43b145e1af0,mi-lz-na-revenue-mgmt-perf-us-west-2-vpc,10.213.22.0/23,False,available,dopt-09f824edaee0d9186,default,[],"[{'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'dud', 'Value': '51519542161'}, {'Key': 'RequestedBy', 'Value': 'ryuva346'}, {'Key': 'owner', 'Value': 'Shailesh Deshpande'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-07-26T18:15:54Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'Description', 'Value': 'OYC revenue management need vpc in us-west-2'}, {'Key': 'environment', 'Value': 'perf'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'Name', 'Value': 'mi-lz-na-revenue-mgmt-perf-us-west-2-vpc'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'createdby', 'Value': 'amanj426'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-oregon-virginia-peer-rt'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-07-26T18:13:45Z: VPC has been attached to the Transit Gateway'}, {'Key': 'project', 'Value': 'OYC revenue management need vpc in us-west-2'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-07-26T18:14:46Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'location', 'Value': 'aws-us-west-2'}]"
336942569330,us-east-1,vpc-02a6e9e4627a36681,mi-lz-na-loyalty-prod-us-east-1-vpc,10.212.160.0/23,False,available,dopt-0ce458d218af0b608,default,[],"[{'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'Name', 'Value': 'mi-lz-na-loyalty-prod-us-east-1-vpc'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-10-11T05:48:50Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'project', 'Value': 'Prod revenue management account for landing zone'}, {'Key': 'owner', 'Value': 'S Public Cloud kdelt508'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-10-11T05:48:25Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-10-11T05:46:00Z: VPC has been attached to the Transit Gateway'}]"
336942569330,us-west-2,vpc-0917c67c9e9d8e8d3,mi-lz-na-loyalty-prod-us-west-2-vpc,10.216.136.0/23,False,available,dopt-0b2a9eba0b54c930e,default,[],"[{'Key': 'RequestedBy', 'Value': 'RYUVA346'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-07-13T15:25:44Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'createdby', 'Value': 'amanj426'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-07-13T15:24:53Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-oregon-virginia-peer-rt'}, {'Key': 'dud', 'Value': '51519541887'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-07-13T15:22:51Z: VPC has been attached to the Transit Gateway'}, {'Key': 'Name', 'Value': 'mi-lz-na-loyalty-prod-us-west-2-vpc'}, {'Key': 'Description', 'Value': ' VPC, routing and Subnet configured for this account in us-west-2'}, {'Key': 'owner', 'Value': 'F:Loyalty Dawn Robertson'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'location', 'Value': 'aws-us-west-2'}, {'Key': 'project', 'Value': 'DR POD request to build UGI environment in 336942569330 US-West-2 region'}, {'Key': 'environment', 'Value': 'prod'}]"
335285801491,us-east-1,vpc-01b0ed3a477569c9e,mi-lz-eks-shared-dev-us-east-1-vpc,10.212.100.0/22,False,available,dopt-0ed5051be93093e41,default,"['100.64.0.0/16', '100.72.0.0/16']","[{'Key': 'project', 'Value': 'Dev account for lz'}, {'Key': 'createdby', 'Value': 'anjok224'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'Description', 'Value': 'Migration from OSE to EKS: Dev cluster'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-04-14T19:26:23Z: VPC has been attached to the Transit Gateway'}, {'Key': 'owner', 'Value': 'H:Infra Engineering param_value Auto Adnan Haq'}, {'Key': 'environment', 'Value': 'dev'}, {'Key': 'dud', 'Value': '52529967321'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-04-14T19:29:13Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'Requested_By', 'Value': 'ydaml371'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'Name', 'Value': 'mi-lz-eks-shared-dev-us-east-1-vpc'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-04-14T19:29:11Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}]"
339712715860,us-east-1,vpc-0db52312bd95ac1fa,mi-lz-mcom-sandbox-us-east-1-vpc,192.168.0.0/23,False,available,dopt-02b392a54e47f1544,default,[],"[{'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'createdby', 'Value': 'rjain362'}, {'Key': 'dud', 'Value': '51519541985'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'Name', 'Value': 'mi-lz-mcom-sandbox-us-east-1-vpc'}, {'Key': 'environment', 'Value': 'sandbox'}, {'Key': 'project', 'Value': 'Marriott Bonvoy Mobile App'}, {'Key': 'owner', 'Value': 'F Marriott  com Tina Alexander'}, {'Key': 'location', 'Value': 'aws-us-east-1'}]"
339712829092,us-east-1,vpc-0b2d8e3d247994073,mi-lz-icd-core-team-sandbox-us-east-1-vpc,192.168.0.0/23,False,available,dopt-07e7b816a0931aa4a,default,['192.168.4.0/23'],"[{'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'Name', 'Value': 'mi-lz-icd-core-team-sandbox-us-east-1-vpc'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'project', 'Value': 'Sandbox Account in AWS for ransomware detection product POC'}, {'Key': 'environment', 'Value': 'sandbox'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'owner', 'Value': 'S:Public Cloud Adnan Haq'}, {'Key': 'createdby', 'Value': 'rjain362'}, {'Key': 'tfc_created', 'Value': 'true'}]"
339712829092,us-west-2,vpc-057fa9296990df7f1,mi-lz-icd-core-team-sandbox-us-west-2-vpc,192.168.2.0/23,False,available,dopt-011dea1af964eff60,default,['192.168.6.0/23'],"[{'Key': 'Name', 'Value': 'mi-lz-icd-core-team-sandbox-us-west-2-vpc'}, {'Key': 'project', 'Value': 'Couchbase Capella POC'}, {'Key': 'environment', 'Value': 'sandbox'}, {'Key': 'tfc_created', 'Value': 'false'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'owner', 'Value': 'S:Public Cloud Adnan Haq'}, {'Key': 'location', 'Value': 'aws-us-west-2'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'createdby', 'Value': 'eoros423'}]"
342688995545,us-east-1,vpc-091db0a9a5d1429e1,mi-lz-gis-engineering-prod-us-east-1-vpc,10.212.170.0/24,False,available,dopt-0cb12149c876cbb0a,default,[],"[{'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-02-16T19:59:24Z: VPC has been attached to the Transit Gateway'}, {'Key': 'createdby', 'Value': 'anjok224'}, {'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'owner', 'Value': 'H:Information Scrty Ldrshp Arno Van der walt'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-02-16T20:02:19Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'dud', 'Value': '52529967510'}, {'Key': 'project', 'Value': 'lz forensic prod account for security team'}, {'Key': 'Description', 'Value': 'Used to store forensic evidence'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-02-16T20:00:55Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'Name', 'Value': 'mi-lz-gis-engineering-prod-us-east-1-vpc'}, {'Key': 'Requested_By', 'Value': 'Zoran Lalic'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'location', 'Value': 'aws-us-east-1'}]"
342047190587,us-west-2,vpc-01b4aab4ed6430414,sg-audit-test,10.0.0.0/24,False,available,dopt-06f5e31479f1a79b9,default,[],"[{'Key': 'palo_alto_dag', 'Value': 'POC_AWS_RYAN_JAMES'}, {'Key': 'Environment', 'Value': ''}, {'Key': 'Name', 'Value': 'sg-audit-test'}]"
342047190587,eu-west-2,vpc-07c5cfb7136940b7b,inspection-vpc,100.65.0.0/16,False,available,dopt-0e9a2b9ee9fdce592,default,[],"[{'Key': 'Name', 'Value': 'inspection-vpc'}]"
342047190587,eu-west-2,vpc-0de2eba95e7a964cf,sandbox-prod-inspection-vpc,100.69.2.0/24,False,available,dopt-0e9a2b9ee9fdce592,default,[],"[{'Key': 'Name', 'Value': 'sandbox-prod-inspection-vpc'}]"
342047190587,ap-northeast-1,vpc-0d7af589f7121ce9f,sandbox-prod-inspection-vpc,100.69.5.0/24,False,available,dopt-07b96b68e96cf289f,default,[],"[{'Key': 'Name', 'Value': 'sandbox-prod-inspection-vpc'}]"
342047190587,ap-northeast-1,vpc-0e95eb54224ecc50d,inspection-vpc,100.68.0.0/16,False,available,dopt-07b96b68e96cf289f,default,[],"[{'Key': 'Name', 'Value': 'inspection-vpc'}]"
342047190587,ap-southeast-1,vpc-010894759cf57bad3,sandbox-prod-inspection-vpc,100.69.4.0/24,False,available,dopt-0d008072e18a9dc73,default,[],"[{'Key': 'Name', 'Value': 'sandbox-prod-inspection-vpc'}]"
342047190587,ap-southeast-1,vpc-09103343d09be0440,inspection-vpc,100.67.0.0/16,False,available,dopt-0d008072e18a9dc73,default,[],"[{'Key': 'Name', 'Value': 'inspection-vpc'}]"
343321038610,us-east-1,vpc-0e886781b14d99449,Honeycomb-vpc-PreProd-red,172.25.196.128/25,False,available,dopt-acf6d2d7,default,"['172.25.24.128/25', '172.25.244.0/24', '172.25.245.128/25']","[{'Key': 'Name', 'Value': 'Honeycomb-vpc-PreProd-red'}]"
343321038610,us-east-1,vpc-0d735559e1b244cfc,Honeycomb-vpc-PreProd-black,172.25.196.0/25,False,available,dopt-acf6d2d7,default,"['172.25.24.0/25', '172.25.245.0/25', '172.30.116.0/24']","[{'Key': 'Name', 'Value': 'Honeycomb-vpc-PreProd-black'}]"
345136723561,us-east-1,vpc-0aa71bccbade81e64,mi-lz-dc-foundational-data-test-us-east-1-vpc,10.215.102.0/23,False,available,dopt-0fed89ce4cd14263c,default,[],"[{'Key': 'Description', 'Value': 'support Data Management'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-12-01T21:22:05Z: VPC has been attached to the Transit Gateway'}, {'Key': 'dud', 'Value': '52529967047'}, {'Key': 'environment', 'Value': 'test'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-12-01T21:25:29Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'owner', 'Value': 'Julia'}, {'Key': 'project', 'Value': 'Support Data Management'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-12-01T21:25:31Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'createdby', 'Value': 'svumm773'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'Name', 'Value': 'mi-lz-dc-foundational-data-test-us-east-1-vpc'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'RequestedBy', 'Value': 'justin'}]"
346680195314,us-east-1,vpc-04210a8c40343af9f,Unnamed,172.30.0.0/16,False,available,dopt-05cfeb3ddbb3c47ad,default,[],[]
346680195314,us-east-1,vpc-0adac64de4f313be6,mi-lz-na-icd-dev-us-east-1-vpc,10.212.28.128/25,False,available,dopt-09781dece712042dc,default,['10.212.113.128/25'],"[{'Key': 'Name', 'Value': 'mi-lz-na-icd-dev-us-east-1-vpc'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-09-12T06:54:33Z: VPC has been attached to the Transit Gateway'}, {'Key': 'project', 'Value': 'poc dev account for icd in landing zone'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-09-12T06:56:39Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'owner', 'Value': 'S Public Cloud kdelt508'}, {'Key': 'environment', 'Value': 'dev'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-09-12T06:56:14Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}]"
346680195314,us-east-1,vpc-054b726dd90f00b89,Unnamed,172.30.0.0/16,False,available,dopt-05cfeb3ddbb3c47ad,default,[],[]
346680195314,us-east-1,vpc-0c2db6fb34bd941b1,Unnamed,172.30.0.0/16,False,available,dopt-05cfeb3ddbb3c47ad,default,[],[]
346680195314,us-west-2,vpc-03b4de250e99c6112,mi-lz-na-icd-dev-us-west-2-vpc,10.213.119.0/25,False,available,dopt-0455041871682b8cf,default,[],"[{'Key': 'RequestedBy', 'Value': 'pkonn254'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2024-06-26T19:03:45Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'owner', 'Value': 'ICD CPE'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'createdby', 'Value': 'ranel364'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2024-06-26T18:59:49Z: VPC has been attached to the Transit Gateway'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2024-06-26T19:03:43Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'project', 'Value': 'FSXN'}, {'Key': 'environment', 'Value': 'dev'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-oregon-virginia-peer-rt'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'Description', 'Value': 'FSXN'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'location', 'Value': 'aws-us-west-2'}, {'Key': 'Name', 'Value': 'mi-lz-na-icd-dev-us-west-2-vpc'}]"
346680195314,us-west-2,vpc-0bf56d96f3d66600a,project-vpc,10.0.0.0/16,False,available,dopt-05f351672312418d3,default,[],"[{'Key': 'Name', 'Value': 'project-vpc'}]"
381492312216,us-east-1,vpc-07eaabea96ebf1fed,mi-lz-eks-tooling-prod-ss-us-east-1-vpc,10.215.176.0/23,False,available,dopt-0affedf2592208384,default,"['100.71.0.0/16', '10.215.232.0/22', '100.64.0.0/16']","[{'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'RequestedBy', 'Value': 'Mswen773'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2024-02-29T16:26:47Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'Associate-with', 'Value': 'tgw-shared-account-rt'}, {'Key': 'Description', 'Value': 'EKS toolong prod account'}, {'Key': 'createdby', 'Value': 'amanj426'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'Propagate-to', 'Value': 'tgw-shared-account-rt,tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-nonprod-accounts-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'dud', 'Value': '51519542033'}, {'Key': 'project', 'Value': 'Eks tooling'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2024-02-06T23:42:22Z: VPC has been attached to the Transit Gateway'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2024-02-06T23:44:31Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'owner', 'Value': 'Adnan haq'}, {'Key': 'Name', 'Value': 'mi-lz-eks-tooling-prod-ss-us-east-1-vpc'}]"
381492312216,us-west-2,vpc-04fd66fd55b12efaa,mi-lz-eks-tooling-prod-ss-us-west-2-vpc,10.216.158.0/23,False,available,dopt-02351a7cbaef182b6,default,"['100.71.0.0/16', '10.216.224.0/22', '100.64.0.0/16']","[{'Key': 'STNOStatus-VPCAssociation', 'Value': '2024-02-07T14:13:16Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'project', 'Value': 'Eks tooling'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'dud', 'Value': '51519542033'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2024-02-07T14:09:32Z: VPC has been attached to the Transit Gateway'}, {'Key': 'Associate-with', 'Value': 'tgw-shared-account-rt'}, {'Key': 'Description', 'Value': 'EKS toolong prod account'}, {'Key': 'createdby', 'Value': 'amanj426'}, {'Key': 'location', 'Value': 'aws-us-west-2'}, {'Key': 'Propagate-to', 'Value': 'tgw-shared-account-rt,tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-nonprod-accounts-rt,tgw-oregon-virginia-peer-rt'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'owner', 'Value': 'Adnan Haq'}, {'Key': 'Name', 'Value': 'mi-lz-eks-tooling-prod-ss-us-west-2-vpc'}, {'Key': 'RequestedBy', 'Value': 'Mswen773'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2024-02-29T16:32:57Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}]"
381492312216,eu-west-2,vpc-08fdaa976df061c12,mi-lz-eks-tooling-prod-ss-eu-west-2-vpc,10.86.152.0/23,False,available,dopt-0d4f024edf0e5041e,default,['100.65.0.0/16'],"[{'Key': 'Name', 'Value': 'mi-lz-eks-tooling-prod-ss-eu-west-2-vpc'}, {'Key': 'segment', 'Value': 'admin'}]"
379800513674,us-east-1,vpc-09f9c5f382bfb49ff,mi-lz-na-corp-sys-dev-us-east-1-vpc,10.212.26.128/25,False,available,dopt-046912bc2f04dcb52,default,[],"[{'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-09-08T17:35:23Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'dud', 'Value': '52529967366'}, {'Key': 'Name', 'Value': 'mi-lz-na-corp-sys-dev-us-east-1-vpc'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'environment', 'Value': 'dev'}, {'Key': 'owner', 'Value': 'Shared Platforms jsamd056 amjac426'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-09-08T17:36:04Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-09-08T17:33:33Z: VPC has been attached to the Transit Gateway'}, {'Key': 'project', 'Value': 'corporate systems account for landing zone setup'}]"
385848830309,us-east-1,vpc-0d0c78acf0e95a844,mi-lz-na-gws-ss-us-east-1-vpc,10.212.164.0/23,False,available,dopt-0fadfebd325ad59b6,default,['10.212.182.0/23'],"[{'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'Name', 'Value': 'mi-lz-na-gws-ss-us-east-1-vpc'}, {'Key': 'dud', 'Value': '52529967509'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-10-11T06:36:24Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'project', 'Value': 'gws ss account for landing zone'}, {'Key': 'Propagate-to', 'Value': 'tgw-shared-account-rt,tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-nonprod-accounts-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'environment', 'Value': 'shared services'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-10-11T06:36:50Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-10-11T06:33:30Z: VPC has been attached to the Transit Gateway'}, {'Key': 'Associate-with', 'Value': 'tgw-shared-account-rt'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'owner', 'Value': 'Tech Svc Mgmt param_value Availability twdeh134'}]"
385848830309,us-west-2,vpc-0f71e8f82cb26c294,mi-lz-na-gws-ss-us-west-2-vpc,10.213.154.0/23,False,available,dopt-06a6a25cd6e7ebcc5,default,[],"[{'Key': 'dud', 'Value': '52529967509'}, {'Key': 'owner', 'Value': 'twdeh134'}, {'Key': 'project', 'Value': 'gws ss account for landing zone'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-10-11T06:39:09Z: VPC has been attached to the Transit Gateway'}, {'Key': 'location', 'Value': 'aws-us-west-2'}, {'Key': 'Propagate-to', 'Value': 'tgw-shared-account-rt,tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-nonprod-accounts-rt,tgw-oregon-virginia-peer-rt'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-10-11T06:42:02Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'environment', 'Value': 'shared services'}, {'Key': 'Name', 'Value': 'mi-lz-na-gws-ss-us-west-2-vpc'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-10-11T06:42:18Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'Associate-with', 'Value': 'tgw-shared-account-rt'}]"
